Input;Output
['inningNumber | third', 'teamName | Texas'];Texas took control in the third.
['batterName | Beltre', 'batterName | Elvis_Andrus', 'batterName | Josh_Hamilton', 'battingAverage | .103', 'pitchCount | 0-2', 'pitchResult | singles', 'runNumber | two-run', 'strikeTrajectory | over_the_left-field_wall'];After Elvis Andrus and Josh Hamilton hit two-run singles, Beltre came to the plate with a .103 batting average and drove an 0-2 pitch over the left-field wall.
['batterName | Napoli', 'inningNumber | fourth', 'pitchResult | solo_shot', 'strikeTrajectory | 424_feet'];Napoli hit a solo shot in the fourth that traveled an estimated 424 feet.
['batterName | Ian_Kinsler', 'batterName | Mitch_Moreland', 'pitchResult | run-scoring_double', 'pitchResult | single', 'pitcherName | Josh_Rupe', 'scoreTally | 8-1'];Mitch Moreland followed with a single, and Ian Kinsler greeted Josh Rupe with a run-scoring double for an 8-1 lead.
['fielderName | J.J._Hardy', 'fielderPosition | shortstop', 'injuryType | sore_muscle_in_his_left_rib_cage', 'inningNumber | second', 'teamName | Orioles'];Orioles shortstop J.J. Hardy left after the second inning with a sore muscle in his left rib cage.
['teamName | the', 'winLossRecord | 7-0'];In the opener, the Rangers were seeking to match the franchise-record 7-0 start of the 1996 club.
['competitionName | defending', 'inningNumber | three', 'scoreTally | 5-0'];But the defending AL champions fell behind 5-0 after three innings and never threatened to make up the difference.
['hitNumber | four', 'inningsPitched | 7_2/3', 'pitcherName | Britton', 'pitcherRecord | 2-0'];Britton (2-0) allowed four hits in 7 2/3 innings.
['onBaseNumber | two', 'startsNumber | second', 'strikeOutNumber | two', 'walkNumber | three'];He walked three, struck out two and permitted only two runners past first base in his second big league start.
['batterName | Beltre', 'pitchResult | double_plays', 'pitchResultNumber | three', 'pitcherName | left-hander'];The left-hander was aided by three double plays -- two of which came off the bat of Beltre.
"['batterName | Kinsler', 'inningNumber | eighth', 'outNumber | two', ""pitchResult | fielder's_choice"", 'pitchResult | retired', 'pitcherName | Jason_Berken', 'teamName | Texas']";In the eighth, after Texas got runners at the corners with two outs, Jason Berken came in and retired Kinsler on a fielder's choice.
['earnedRunsNumber | four', 'inningsPitched | six', 'pitcherName | Colby_Lewis', 'pitcherRecord | 1-1', 'runNumber | five', 'teamName | Texas', 'winLossRecord | five', 'winLossType | wins'];Colby Lewis (1-1) allowed five runs, four earned, in six innings to end a run of five straight wins by Texas starters.
['batterName | Markakis', 'homeRunNumber | first', 'inningNumber | first', 'pitchResult | homer', 'scoreTally | 1-0', 'teamName | Baltimore'];Markakis put Baltimore up 1-0 in the first inning with his first homer of the season.
['batterName | Jones', 'batterName | Luke_Scott', 'batterName | Reynolds', 'inningNumber | second', 'pitchResult | homered', 'pitchResult | reached', 'pitchResult | singled', 'strikeTrajectory | to_left'];In the second, Luke Scott singled and Jones reached on an error before Reynolds homered to left.
['scoreTally | 4-0', 'teamName | Rangers'];That made it 4-0, the largest deficit the Rangers had faced this season.
['RBI | single', 'batterName | Jones', 'batterName | Scott', 'batterName | Vladimir_Guerrero', 'inningNumber | third', 'pitchResult | singled', 'pitchResult | walked', 'runNumber | a', 'teamName | Baltimore'];Baltimore added a run in the third when Vladimir Guerrero singled, Scott walked and Jones delivered an RBI single.
['matchDate | nightcap'];The nightcap, however, was completely different.
['teamName | New_York_Mets'];NEW YORK -- With little left in another lost season, the New York Mets are focused on the performance of their young players.
"[""batterName | Travis_d'Arnaud"", 'pitcherName | Vic_Black']";Travis d'Arnaud and Vic Black gave the team -- and their moms -- something to be excited about Sunday.
"['RBI | single', ""batterName | d'Arnaud"", 'finalScore | 1-0', 'hasLostTeam | Miami_Marlins', ""hasWonTeam | New_York's"", 'inningNumber | 12th', 'matchDate | Sunday', 'outNumber | two', 'pitcherName | Black', 'winLossType | victory', 'winLossType | win']";The slumping d'Arnaud had an RBI single with two outs 12th inning and Black earned his first career win in New York's 1-0 victory over the Miami Marlins on Sunday.
"[""batterName | d'Arnaud""]";With several rookies' families in town, d'Arnaud gave the game ball right to his mom.
['pitcherName | Black'];Black was given the lineup card, and it was sitting in his locker.
"[""competitionName | NL_East's"", 'fielderPosition | relievers', 'inningNumber | eighth', 'pitcherName | Dillon_Gee', 'pitcherName | Tom_Koehler', 'teamName | Marlins', 'teamName | Mets']";Dillon Gee and Tom Koehler took a pitchers' duel into the eighth inning before the Marlins and Mets each used five relievers to finish off the fifth extra-inning matchup this season between the NL East's worst teams.
"[""batterName | D'Arnaud""]";D'Arnaud came through in a game of many missed opportunities and after the two previous batters grounded into forceouts at the plate.
['onBaseNumber | loaded', 'outNumber | no', 'pitcherName | Zach_Phillip', 'pitcherRecord | 0-1', 'startsNumber | third', 'teamName | Marlins', 'teamName | New_York'];New York had loaded the bases with no outs against Zach Phillip (0-1), making his third appearance for the Marlins.
['batterName | Zach_Lutz', 'fielderPosition | pinch-hitter', 'onBaseNumber | load', 'pitchResult | walked', 'pitcherName | Lucas_Duda', 'pitcherName | Ryan_Webb', 'strikeTrajectory | to_third_base', 'strikingType | ground'];Ryan Webb relieved after Lucas Duda walked to load the bases and got pinch-hitter Zach Lutz to ground to third base.
['batterName | Andrew_Brown', 'outNumber | second', 'strikeTrajectory | to_first_base', 'strikingType | grounded', 'throwDirection | went_home'];Andrew Brown then grounded to first base, and the throw went home for the second out.
"['baseNumber | third', ""batterName | D'Arnaud"", 'gameNumber | 16', 'homeAway | home', 'inningNumber | 11th', 'pitchResult | single', 'pitchResult | singled', 'pitchResult | stranded', 'strikeTrajectory | up_the_middle', 'strikingType | lined', 'strikingType | soft', 'teamName | Mets', 'winLossRecord | fifth', 'winLossType | win']";D'Arnaud, who singled in the 11th only to be stranded at third base, lined a soft single up the middle to give the Mets their fifth win in 16 home games.
['atBatNumber | 28', 'competitionName | NL', 'hitNumber | five', 'pitcherName | R.A._Dickey', 'teamName | New_York', 'teamName | Toronto'];Acquired by New York in the offseason trade that sent NL Cy Young Award winner R.A. Dickey to Toronto, has just five hits in his last 28 at-bats.
['inningNumber | 12th', 'pitcherName | Black', 'pitcherRecord | 1-0', 'scoreNumber | perfect', 'startsNumber | 12th', 'teamName | New_York', 'teamName | Pittsburgh'];Black (1-0) pitched a perfect 12th inning, his 12th appearance between Pittsburgh and New York this year.
['inningNumber | nine', 'teamName | Miami'];Miami wasted chances early, going 0 for 12 with runners in scoring position in the first nine innings.
['baseNumber | second', 'baseNumber | third', 'batterName | Eric_Young_Jr.', 'inningNumber | 11th', 'inningNumber | sixth', 'outNumber | two-out', 'pitchResult | double', 'teamName | Mets'];Eric Young Jr. was the only Mets player to reach second base -- a two-out double in the sixth -- until they put a runner on third in the 11th.
['batterName | Young', 'pitchResult | struck_out', 'pitcherName | Chad_Qualls'];But Young was struck out by Chad Qualls to end the threat.
['gameNumber | 10', 'teamName | Marlins', 'winLossRecord | eight', 'winLossType | lost'];The Marlins have lost eight of 10.
['inningNumber | eighth', 'pitcherName | Gee', 'pitcherName | Koehler', 'scoreNumber | flummoxed'];Gee and Koehler had batters flummoxed into the eighth.
['pitchType | 94_mph', 'pitchType | breaking_balls_that_dipped_into_the_70s', 'pitchType | fastball_that_reached_90_mph', 'pitcherName | Gee', 'pitcherName | Koehler'];Both mixed breaking balls that dipped into the 70s with a fastball that reached 90 mph for Gee and 94 mph for Koehler.
['ERA | 5.89', 'inningsPitched | six', 'matchDate | Aug._1', 'pitcherName | Bronx-born_Koehler', 'pitcherRecord | 0-4', 'scoreNumber | scoreless', 'startsNumber | seven', 'teamName | Mets'];The Bronx-born Koehler was 0-4 with a 5.89 ERA in seven starts since beating the Mets since Aug. 1 with six scoreless innings.
['gameNumber | seven', 'homeAway | homestand', 'runNumber | 12'];Pitching in front of more than 40 friends and family from the area -- he grew up in New Rochelle and played college ball at Stony Brook -- he was impressive against a team that had scored just 12 runs in the first seven games of a homestand.
"[""batterName | Koehler's"", 'batterName | Young', 'inningNumber | third', 'outNumber | two', 'pitchResult | doubled', 'pitchType | soft_line_drive', 'pitcherName | Gee', 'teamName | Mets']";Gee sent a soft line drive over a ducking Koehler's head with two outs in the third for the Mets only baserunner before Young doubled.
['hitNumber | three', 'inningsPitched | eight', 'pitcherName | Koehler'];Koehler allowed three hits in a career best-matching eight innings.
['startsNumber | six', 'strikeOutNumber | five', 'walkNumber | two', 'walkNumber | without'];He struck out five without walking a batter -- he had gone six straight starts giving up at least two walks.
['pitcherName | Gee'];Gee has been stingy when he has allowed runners on base.
['atBatNumber | seven', 'hitNumber | hitless', 'pitcherName | right-hander', 'teamName | Marlins'];Batters were just 3 of 28 with runners in scoring position coming and the Marlins were worse: hitless in seven at-bats against the right-hander.
['hitNumber | six', 'inningsPitched | 7_1/3', 'pitcherName | Gee'];Gee gave up six hits in 7 1/3 innings.
['inningNumber | second', 'inningNumber | third', 'strikeOutNumber | eight', 'strikeOutNumber | four', 'walkNumber | two'];He walked two and struck out eight, including four in a row between the second and third.
['batterName | Michael_Cuddyer'];DENVER -- His team-record hitting streak halted, Michael Cuddyer went in the other day for a much-needed haircut and shave.
['gameNumber | 27-game', 'gameNumber | 30', 'gameNumber | two'];Sure, this one is only in its infancy -- a mere two games -- but coupled with his 27-game streak that was snapped on Tuesday, he's now hit in 29 of his past 30 games.
['batterName | Cuddyer', 'finalScore | 9-5', 'hasLostTeam | Los_Angeles_Dodgers', 'hasWonTeam | Colorado_Rockies', 'matchDate | Thursday_night', 'pitchResult | solo_homer', 'runNumber | three'];Cuddyer remains in a groove at the plate, hitting a solo homer and driving in three runs to help the Colorado Rockies beat the Los Angeles Dodgers 9-5 on Thursday night.
['batterName | Cuddyer', 'hitNumber | hitless', 'pitcherName | Clayton_Kershaw', 'startsNumber | four'];The only pitcher to silence his bat was Clayton Kershaw, when he kept Cuddyer hitless in four plate appearances.
['managerName | Walt_Weiss'];Manager Walt Weiss couldn't agree more.
['batterName | Carlos_Gonzalez', 'fielderPosition | outfielder', 'injuryType | strained_upper_back', 'inningNumber | sixth', 'managerName | Weiss'];As for his other outfielder, Weiss remains optimistic that Carlos Gonzalez will be fine after he left the game in the sixth inning with a strained upper back.
['batterName | Gonzalez', 'inningNumber | fifth', 'pitchResult | striking_out'];Gonzalez apparently hurt his back while striking out in the fifth.
['hitNumber | 17', 'pitcherName | Jhoulys_Chacin', 'pitcherRecord | 8-3', 'runNumber | 10', 'teamName | Dodgers'];The Dodgers struggled to drive in runners against Jhoulys Chacin (8-3), a night after setting season highs in runs (10) and hits (17).
['inningsPitched | 5_2/3', 'pitcherName | hard-throwing_righty', 'runNumber | four'];The hard-throwing righty pitched out of trouble time and again, giving up four runs in 5 2/3 innings.
['batterName | Yasiel_Puig', 'injuryType | bruised_hip'];Yasiel Puig was in the lineup a day after leaving the contest early with a bruised hip after crashing into the wall.
['batterHitsTries | 1-for-5', 'gameNumber | four-game', 'pitchResult | RBI', 'teamName | Dodgers', 'winLossType | winning'];He finished 1-for-5 with an RBI as the Dodgers had their four-game winning streak halted.
['batterName | Adrian_Gonzalez', 'batterName | Hanley_Ramirez', 'batterName | Matt_Kemp', 'gameNumber | 15', 'hitNumber | four', 'inningNumber | last', 'inningNumber | ninth', 'pitchResult | homer', 'pitchResult | single', 'pitchResult | solo_homer', 'runNumber | two-run'];Matt Kemp had a two-run homer, Adrian Gonzalez contributed four hits, including a solo homer in the ninth, and Hanley Ramirez extended his hitting streak to 15 games with a single in the last inning.
['earnedRunsNumber | five', 'hitNumber | seven', 'inningsPitched | 4_1/3', 'pitcherName | Chris_Capuano', 'pitcherRecord | 2-6', 'runNumber | six'];Chris Capuano (2-6) had an uncharacteristic rough outing on the road, giving up six runs, five earned, and seven hits in 4 1/3 innings.
['ERA | 1.35', 'homeAway | away', 'locationPlayed | Dodger_Stadium', 'matchDate | Thursday', 'pitcherName | Capuano'];Capuano had a 1.35 ERA away from Dodger Stadium before Thursday.
['pitchType | four-seam_fastball', 'pitchType | swooping_slider', 'pitcherName | Chacin', 'startsNumber | fifth', 'winLossRecord | win'];Mixing a four-seam fastball with a swooping slider, Chacin got off to a rough start before finding his rhythm to win his fifth straight start.
['RBI | single', 'batterName | Puig', 'inningNumber | sixth'];He was taken out after allowing an RBI single to Puig in the sixth.
['inningNumber | third', 'pitcherName | Capuano', 'scoreNumber | four', 'scoreTally | 5-2', 'teamName | Colorado'];Colorado got to Capuano in the third, scoring four times to grab a 5-2 lead.
"['batterName | Cuddyer', ""fielderName | Kemp's"", 'pitchResult | double', 'runNumber | two-run', 'strikeTrajectory | in_deep_center']";Cuddyer had the big hit in the inning, a two-run double over Kemp's head in deep center.
['baseNumber | second', 'baseNumber | third', 'batterName | Gonzalez', 'batterName | Josh_Rutledge', 'fielderName | Kemp'];With Josh Rutledge holding in between second and third to see if Kemp caught the ball, Gonzalez nearly passed his teammate before applying the brakes.
['baseNumber | plate', 'batterName | Gonzalez', 'batterName | Rutledge'];Gonzalez then followed closely on the heels of Rutledge all the way to the plate, sliding in at home just under the tag.
['batterName | Kemp', 'inningNumber | second', 'pitchType | 80_mph_slider', 'scoreTally | 2-1', 'strikeTrajectory | over_the_fence_in_center', 'teamName | Dodgers'];Kemp put the Dodgers up 2-1 in the second, when he hit an 80 mph slider over the fence in center.
['pitchResult | homer'];It was his second straight night with a homer.
['batterName | Kemp', 'inningsPitched | 16', 'pitchResult | homer', 'pitcherName | Chacin', 'scoreNumber | scoreless'];For Chacin, the homer to Kemp ended a career-best streak of 16 scoreless innings.
['batterName | Mark_Ellis', 'batterName | Puig', 'pitchResult | struck_out', 'pitcherName | Chacin', 'teamName | Los_Angeles'];Los Angeles had a chance for more damage, but Chacin struck out Mark Ellis and Puig to end the threat.
['batterName | Nick_Punto', 'inningNumber | third', 'onBaseNumber | bases-loaded', 'pitchResult | striking_out', 'pitcherName | Chacin'];Chacin also wiggled out of a bases-loaded jam in the third, striking out Nick Punto to end the inning.
['batterName | Punto'];Punto threw down his helmet and bat in frustration.
['fielderName | Puig', 'strikeTrajectory | in_right', 'teamName | Los_Angeles'];The night before, Los Angeles received a momentary scare when Puig jumped up to make a catch in right and smacked his left hip on a padded column below the scoreboard.
['fielderName | Puig'];Puig stayed down on the warning track for several minutes before jogging around the outfield.
['batterName | Puig', 'battingAverage | .430', 'homeRunNumber | eight'];Puig is hitting .430 with eight homers since his debut on June 3.
['homeAway | on_the_road', 'matchDate | Thursday_night', 'pitcherName | Robbie_Ray'];MILWAUKEE -- Robbie Ray followed up his stellar outing in last start with another gem on the road Thursday night.
"['ERA | 0.081', 'batterName | Chris_Owings', 'batterName | Gregor_Blanco', ""competitionName | NL's"", 'finalScore | 4-0', 'gameNumber | 10', 'hasLostTeam | Milwaukee_Brewers', 'hasWonTeam | Arizona_Diamondbacks', 'hitNumber | two-hit', 'inningsPitched | seven', 'pitchResult | homered', 'pitcherName | Ray', 'winLossRecord | ninth', 'winLossType | beat', 'winLossType | win']";Ray pitched seven innings of two-hit ball to lower the NL's second-best road ERA to 0.081, Gregor Blanco and Chris Owings homered, and the Arizona Diamondbacks beat the Milwaukee Brewers 4-0 for their ninth win in 10 games.
['pitcherName | Ray', 'pitcherRecord | 4-3', 'runNumber | did_not_allow', 'startsNumber | second', 'teamName | San_Diego'];Ray (4-3), coming off a dominating performance against San Diego in his last start, did not allow a run for the second straight outing.
['ERA | 1.03', 'hasLostTeam | Brewers', 'homeAway | on_the_road', 'pitcherName | Ray', 'strikeOutNumber | nine', 'walkNumber | none', 'winLossRecord | fourth', 'winLossType | loss'];Ray, who came in with a 1.03 ERA on the road, struck out nine and walked none to send the Brewers to their season-worst fourth straight loss.
['gameNumber | three-game', 'hasLostTeam | Chicago_White_Sox', 'standingsGames | 11', 'teamName | Arizona', 'winLossRecord | four', 'winLossType | sweep', 'winLossType | won', 'winningPercentage | .500'];Arizona, coming off a three-game sweep against the Chicago White Sox, has won four straight to move 11 games above .500 for the first time since 2011.
['batterHitsTries | 3_for_4', 'batterName | Blanco', 'fielderPosition | starter', 'homeRunNumber | fourth', 'pitchNumber | second', 'pitchResult | home_run', 'pitcherName | Zach_Davies', 'pitcherRecord | 5-3', 'teamName | Milwaukee'];Blanco, who went 3 for 4, hit the second pitch of the game off Milwaukee starter Zach Davies (5-3) for his fourth career leadoff home run.
['batterName | Owings', 'homeRunNumber | sixth', 'inningNumber | second'];Owings tied his career high with his sixth of the season leading off the second.
['RBI | double', 'batterName | David_Peralta', 'batterName | Paul_Goldschmidt', 'inningNumber | eighth', 'inningNumber | third', 'pitchResult | scored', 'pitchType | wild_pitch'];David Peralta had an RBI double in the third and Paul Goldschmidt scored on a wild pitch in the eighth.
['inningNumber | eighth', 'inningNumber | ninth', 'pitcherName | Archie_Bradley', 'pitcherName | T.J._McFarland', 'scoreNumber | shutout'];Archie Bradley pitched the eighth and T.J. McFarland the ninth to preserve the shutout.
"['batterName | Manny_Pina', 'fielderPosition | catcher', 'inningNumber | second', 'pitchType | drilled', 'pitcherName | Ray', ""teamName | Brewers'"", 'throwDirection | in_the_left_elbow']";Ray drilled Manny Pina in the left elbow in the second, knocking the Brewers' catcher flat.
['managerName | Craig_Counsell', 'managerName | Dan_Wright'];Grimacing in obvious pain, he eventually walked off the field accompanied by the trainer Dan Wright and manager Craig Counsell.
['batterName | Jett_Bandy', 'batterName | Pina'];Jett Bandy ran for Pina and took over behind the plate.
['teamName | Kansas_City_Royals', 'winLossType | wins'];ST. LOUIS -- The Kansas City Royals waited a long time between wins.
"['RBI | three', 'batterName | Eric_Hosmer', 'batterName | Jeff_Francoeur', 'finalScore | 4-2', 'gameNumber | eight-game', 'inningNumber | ninth', 'matchDate | Thursday_night', ""pitcherName | Michael_Wacha's"", 'startsNumber | debut', 'teamName | Royals', ""teamName | St._Louis_Cardinals'"", 'winLossType | losing', 'winLossType | spoiled', 'winLossType | victory']";Jeff Francoeur and Eric Hosmer combined for three RBIs in the ninth inning against the St. Louis Cardinals' bullpen and the Royals spoiled Michael Wacha's almost spotless debut, snapping an eight-game losing streak with a rain-delayed 4-2 victory on Thursday night.
"[""batterName | George_Brett's"", 'gameNumber | four-game', 'hasWonTeam | Royals', 'hitNumber | four', 'inningNumber | ninth', 'onBaseNumber | loaded', 'outNumber | none', 'scoreTally | took_the_lead', 'teamName | Royals', 'winLossType | sweep']";Hall of Famer George Brett's debut as interim batting coach was a success and the Royals avoided a four-game sweep despite totaling only four hits in a marathon delayed an hour before the first pitch and another 4 hours, 32 minutes not long after the Royals took the lead with the bases loaded and none out in the top of the ninth.
['outNumber | six'];It took 12 minutes to get the last six outs of a game that would have been a snappy 2 hours, 27 minutes without the rain.
['finalScore | 2-1', 'hasWonTeam | Cardinals', 'inningNumber | ninth', 'umpireName | Joe_West', 'umpireType | crew_chief', 'winLossType | winners'];Umpire crew chief Joe West opted for patience and declined to invoke a rule clause in the final season meeting between teams that would have wiped out the top of the ninth and declared the Cardinals 2-1 winners.
['managerName | Matheny'];"""And I thought our grounds crew did a tremendous job,"" Matheny added."
['teamName | Cardinals', 'umpireName | West'];West told pool reporter Derrick Goold of the St. Louis Post-Dispatch that the Cardinals did not express their frustration to him directly, made no statement and did not lodge a protest.
['matchDate | Friday', 'teamName | Cubs'];The length of game created a bit of a hardship for that crew, set to work a Cubs day game on Friday.
['homeAway | at_home', 'locationPlayed | Texas', 'matchDate | Friday_night', 'teamName | Cardinals', 'teamName | Giants', 'teamName | Royals'];The Royals headed for a weekend series in Texas while the Cardinals are at home Friday night against the Giants.
['earnedRunsNumber | four', 'fielderPosition | closer', 'managerName | Matheny', 'pitcherName | Edward_Mujica'];Matheny paid a hefty price for giving closer Edward Mujica a day off after earning four saves in four days.
['ERA | double-digit', 'batterName | Francoeur', 'inningNumber | ninth', 'pitchNumber | second', 'pitchResult | homered', 'pitcherName | Mitchell_Boggs'];Francoeur homered on the second pitch from Mitchell Boggs, a curious choice to get the ball in the ninth given season-long woes that left him with a double-digit ERA and included a stint in the minors.
['battersFacedNumber | two', 'pitchResult | retired', 'pitchResultNumber | neither', 'pitcherName | Boggs', 'pitcherRecord | 0-3'];Boggs (0-3) faced two batters, retired neither and was loudly booed by a near-sellout crowd forced into a second rain delay.
['ERA | 12.66', 'inningsPitched | 10_2/3', 'walkNumber | 12'];He was demoted May 3 after a 12.66 ERA and 12 walks in 10 2/3 innings.
['runNumber | a', 'startsNumber | four', 'startsNumber | three', 'startsNumber | three'];He has allowed a run in three of four appearances since returning on May 19, and none of the first three outings came with the game on the line.
['managerName | Matheny', 'pitcherName | Trevor_Rosenthal'];Matheny said after the game that rookie set-up man Trevor Rosenthal also had been unavailable.
['RBI | one', 'batterName | Hosmer', 'gameNumber | 10', 'onBaseNumber | bases-loaded', 'pitchResult | double', 'pitcherName | Victor_Marte', 'strikingType | bounced'];Hosmer, who had one RBI the previous 10 games, bounced a bases-loaded double over a drawn-in infield off Victor Marte.
['gameNumber | first-game', 'hitNumber | two', 'inningsPitched | seven', 'pitcherName | 21-year-old_Wacha', 'pitcherName | John_Gast', 'pitcherName | Tyler_Lyons', 'runNumber | a', 'startsNumber | debut', 'teamName | Cardinals'];The 21-year-old Wacha, who allowed a run on two hits in seven innings, was the third rookie to debut as a starter for the Cardinals and came close to matching John Gast and Tyler Lyons as first-game winners.
"[""batterName | Elliott_Johnson's"", 'batterName | Lorenzo_Cain', 'inningNumber | fifth', 'outNumber | one', 'pitchResult | doubled', 'pitchResult | retired', 'pitchResult | scored', 'pitchResult | set_down_the_side', 'pitchResult | single', 'pitchResultNumber | 13', 'pitcherName | Wacha']";Wacha retired the first 13 batters and set down the side in order every inning except the fifth, when Lorenzo Cain doubled with one out and scored on Elliott Johnson's single.
"['pitcherName | Wacha', ""teamName | Cardinals'""]";Wacha made the Cardinals' fastest jump from draft day to the majors in 25 years after getting picked in the first round last June.
['inningsPitched | 1_1/3', 'matchDate | May_1', 'pitcherName | Greg_Holland', 'pitcherName | Louis_Coleman', 'pitcherRecord | 1-0', 'pitcherSaveRecord | eighth_save_in_10_chances', 'walkNumber | a'];Louis Coleman (1-0) allowed a walk in 1 1/3 innings and Greg Holland finished for his eighth save in 10 chances and first since May 1.
"['matchDate | May_6', ""pitcherName | Holland's"", 'pitcherSaveRecord | blown', 'teamName | White_Sox']";Holland's blown save on May 6 against the White Sox was his only other chance this month.
['batterName | Francoeur', 'battingAverage | .156', 'inningNumber | seventh'];Francoeur had been batting .156 in May and didn't start for the second straight game, entering in a double switch in the seventh.
"['homeRunNumber | first', 'homeRunNumber | second', 'matchDate | April_10', 'pitchResult | homer', ""teamName | Royals'""]";He ended the Royals' 59-inning slump without a homer with his second of the season and first since April 10.
['RBI | singles', 'batterName | Allen_Craig', 'batterName | David_Freese', 'inningNumber | first', 'outNumber | two-out', 'pitcherName | Jeremy_Guthrie', 'scoreTally | lead', 'teamName | Cardinals'];Allen Craig and David Freese had two-out RBI singles in the first off Jeremy Guthrie to give the Cardinals the lead.
['atBatNumber | first', 'batterName | Wacha', 'inningNumber | fourth', 'inningNumber | second', 'onBaseNumber | loaded', 'pitchResult | single', 'pitchResult | stranded', 'pitchResultNumber | two'];They left the bases loaded in the second, wasting a single by Wacha in his first career at-bat, and stranded two in the fourth.
"['baseNumber | second', ""batterName | Carlos_Beltran's"", 'batterName | Wacha', 'onBaseNumber | loaded', 'outNumber | one', 'pitchResult | chance_to_score', 'pitchResult | hit', 'teamName | Cardinals']";Wacha had a chance to score from second on Carlos Beltran's hit, but the Cardinals didn't risk a play at the plate with the bases loaded, one out and the heart of the order coming up.
['batterName | Craig', 'batterName | Matt_Holliday', 'pitchResult | force_play', 'pitchResult | out', 'strikingType | grounded', 'strikingType | grounded'];Matt Holliday grounded into a force play at the plate and Craig grounded out to end the inning.
['fielderName | Ryan_Sweeney', 'pitcherName | Brett_Anderson'];Brett Anderson needed a great defensive play from Ryan Sweeney to preserve his special night.
['batterName | Orlando_Cabrera', 'finalScore | 7-6', 'hasLostTeam | Tampa_Bay_Rays', 'hasWonTeam | Oakland_Athletics', 'inningNumber | seventh', 'matchDate | Wednesday_night', 'pitcherName | Anderson', 'runNumber | run'];Anderson pitched into the seventh inning to pick up his first major league win and Orlando Cabrera was one of six Oakland Athletics to drive in at least a run in a 7-6 victory over the Tampa Bay Rays on Wednesday night.
['hitNumber | four', 'inningsPitched | six-plus', 'pitcherName | Anderson', 'pitcherRecord | 1-4', 'runNumber | four'];Anderson (1-4) gave up four runs -- two earned -- and four hits over six-plus innings.
['startsNumber | seventh'];The victory came in his seventh career start, all this season.
['inningNumber | ninth', 'pitcherName | Brad_Ziegler', 'pitcherSaveRecord | fifth'];Brad Ziegler pitched the ninth for his fifth save.
"[""batterName | B.J._Upton's"", 'fielderName | Sweeney', 'outNumber | two-out', 'strikeTrajectory | center']";He some got help when Sweeney made a diving, two-out catch on B.J. Upton's drive to center that might have scored the tying run.
['fielderName | Sweeney'];Sweeney completed his dash toward left-center with a full-out dive.
['RBI | two', 'batterName | Cabrera', 'gameNumber | 16', 'hasWonTeam | Oakland', 'winLossRecord | second'];Cabrera had two RBIs, helping Oakland win its second in a row and sixth in the last 16 games.
['hitNumber | eight', 'inningNumber | 4_1/3', 'pitcherName | left-hander_Scott_Kazmir', 'pitcherRecord | 4-4', 'runNumber | seven', 'teamName | Tampa_Bay', 'walkNumber | four'];Tampa Bay left-hander Scott Kazmir (4-4) had another dismal outing, allowing seven runs, eight hits, four walks and hitting a batter in 4 1/3 innings.
['earnedRunsNumber | 29', 'inningsPitched | 23', 'pitcherName | Kazmir', 'runNumber | 31', 'startsNumber | five'];Over his last five starts, Kazmir has given up 31 runs -- 29 earned -- over 23 innings.
['injuryType | left_elbow_strain', 'pitcherName | Kazmir'];Kazmir said he picked up some bad habits coming back last year after missing the opening month of the regular season with a left elbow strain.
['batterName | Carlos_Pena', 'batterName | Willy_Aybar', 'competitionName | AL', 'pitchResult | homered', 'teamName | Rays', 'winLossRecord | 20-22'];Carlos Pena and Willy Aybar homered for the defending AL champion Rays (20-22), who have lost two in a row after a four-game winning streak.
['RBI | singles', 'batterName | Jason_Giambi', 'scoreTally | 2-0', 'teamName | Oakland'];Oakland took a 2-0 lead on RBI singles by Jason Giambi in the first and Kurt Suzuki during the second.
"[""batterName | Adam_Kennedy's"", 'batterName | Bobby_Crosby', 'hasScored | True', 'inningNumber | third', 'pitchResult | double', 'scoreTally | 4-0', 'strikingType | sacrifice_fly']";Adam Kennedy's run-scoring double and a sacrifice fly by Bobby Crosby made it 4-0 in the third.
['batterName | Pena', 'inningNumber | fourth', 'pitchResult | homer', 'runNumber | two-run', 'scoreTally | 4-2'];Pena hit a two-run homer in the fourth to make it 4-2.
"['atBatNumber | 40', ""batterName | Pena's"", 'homeRunNumber | 14th', 'pitchResult | homer']";Pena's 14th homer of the season ended a 40 at-bat stretch in which he hadn't gone deep.
['RBI | double', 'batterName | Aaron_Cunningham', 'batterName | Cabrera', 'inningNumber | fifth', 'pitchResult | single', 'scoreTally | 7-2', 'teamName | Oakland'];Aaron Cunningham had an RBI double and Cabrera drove in a pair with a single as Oakland extended its lead to 7-2 in the fifth.
['batterName | Aybar', 'inningNumber | fifth', 'pitchResult | solo_homer', 'runNumber | two-run', 'scoreTally | 7-5', 'strikingType | sacrifice_fly', 'teamName | Tampa_Bay'];Aybar hit a solo homer in the fifth and added a sacrifice fly during a two-run seventh that pulled Tampa Bay to 7-5.
"['batterName | Akinori_Iwamura', ""batterName | Ben_Zobrist's"", 'fielderName | Kennedy', 'inningNumber | seventh', 'strikeTrajectory | down_the_right-field_line', 'strikingType | pop_fly']";Akinori Iwamura tripled in a run in the seventh and was later thrown out by second baseman Kennedy attempting to score on pinch-hitter Ben Zobrist's pop fly down the right-field line.
